candidate_skills,years_experience,education_level,past_job_titles,certifications,expected_salary,candidate_location,job_title,required_skills,min_experience,job_description,budgeted_salary_min,budgeted_salary_max,job_location,is_fit
"Machine Learning, NLP, Python, AWS, TensorFlow, Deep Learning",4,Bachelor's,Backend Engineer,"Coursera NLP, DataCamp DS",95247,Seattle,AI Researcher,"Data Analysis, Docker, Deep Learning, NLP",6,Looking for a motivated individual with strong technical and problem-solving skills.,70661,121766,Seattle,0
"Data Analysis, Kubernetes, Docker, Pandas, React",4,Master's,"AI Researcher, Backend Engineer","DataCamp DS, None",112087,Remote,Backend Engineer,"Data Analysis, Kubernetes, Pandas",5,Looking for a motivated individual with strong technical and problem-solving skills.,88074,158268,New York,0
"Docker, React, NLP, Kubernetes, Data Analysis, Machine Learning",5,Master's,Software Developer,"None, Coursera NLP",54081,Remote,Software Developer,"Deep Learning, Python, Pandas",5,Looking for a motivated individual with strong technical and problem-solving skills.,98343,119597,Seattle,0
"TensorFlow, NLP, Node.js, AWS",10,Bachelor's,"Data Scientist, Backend Engineer","AWS Certified, None",115670,Seattle,Software Developer,"Machine Learning, Kubernetes, React",3,Looking for a motivated individual with strong technical and problem-solving skills.,76446,144282,Remote,0
"Data Analysis, Python, Machine Learning, Node.js, Java",10,PhD,Software Developer,DataCamp DS,144524,Seattle,AI Researcher,"Python, Data Analysis, TensorFlow, Node.js",7,Looking for a motivated individual with strong technical and problem-solving skills.,63101,113633,San Francisco,0
"Machine Learning, TensorFlow, Kubernetes, AWS, Java, Deep Learning",12,Bachelor's,ML Engineer,AWS Certified,100850,Austin,Backend Engineer,"TensorFlow, NLP, Deep Learning, Docker, Kubernetes",10,Looking for a motivated individual with strong technical and problem-solving skills.,97676,141694,Austin,1
"Machine Learning, TensorFlow, Python, AWS, Data Analysis, NLP",6,Bachelor's,"Backend Engineer, Software Developer",Google ML Certificate,121516,Austin,Data Scientist,"React, Pandas, Data Analysis",6,Looking for a motivated individual with strong technical and problem-solving skills.,90261,115087,Seattle,0
"Deep Learning, Data Analysis, NLP, AWS",6,PhD,AI Researcher,Coursera NLP,97603,Seattle,Backend Engineer,"Node.js, SQL, Docker, Pandas",9,Looking for a motivated individual with strong technical and problem-solving skills.,77811,150979,Austin,0
"TensorFlow, AWS, Pandas, NLP, Data Analysis, Kubernetes",6,PhD,AI Researcher,Coursera NLP,119647,San Francisco,ML Engineer,"Pandas, React, SQL, Kubernetes, Docker",6,Looking for a motivated individual with strong technical and problem-solving skills.,72433,143247,Remote,1
"Machine Learning, Node.js, Pandas",10,PhD,"AI Researcher, Software Developer","None, Google ML Certificate",119597,Remote,Data Scientist,"Node.js, AWS, SQL",4,Looking for a motivated individual with strong technical and problem-solving skills.,71240,135972,Seattle,0
"Data Analysis, Java, React, NLP",0,PhD,Data Scientist,"DataCamp DS, AWS Certified",52829,New York,Data Scientist,"Python, Node.js, Data Analysis, TensorFlow, AWS",5,Looking for a motivated individual with strong technical and problem-solving skills.,61397,134260,Austin,0
"Docker, Java, SQL, TensorFlow, Data Analysis",2,PhD,Software Developer,Google ML Certificate,141500,Seattle,Backend Engineer,"TensorFlow, AWS, NLP, Machine Learning, SQL",8,Looking for a motivated individual with strong technical and problem-solving skills.,82742,138926,Remote,0
"Kubernetes, NLP, Java, SQL, Pandas, Data Analysis",2,High School,"Data Scientist, Software Developer","Google ML Certificate, Coursera NLP",61640,New York,Software Developer,"Docker, Node.js, Data Analysis",9,Looking for a motivated individual with strong technical and problem-solving skills.,92647,120425,San Francisco,0
"Java, Docker, Data Analysis, AWS, Machine Learning, NLP",1,Bachelor's,Data Scientist,"Google ML Certificate, Coursera NLP",59991,New York,Data Scientist,"Deep Learning, Java, AWS, Kubernetes",7,Looking for a motivated individual with strong technical and problem-solving skills.,95696,154488,Remote,0
"Kubernetes, Deep Learning, NLP",11,High School,AI Researcher,None,140249,Remote,Backend Engineer,"Docker, Deep Learning, TensorFlow",3,Looking for a motivated individual with strong technical and problem-solving skills.,98623,103645,San Francisco,0
"Python, Docker, AWS, Data Analysis, Deep Learning, Node.js",8,PhD,"Data Scientist, ML Engineer",AWS Certified,83007,Seattle,Software Developer,"Pandas, TensorFlow, Kubernetes, Java",4,Looking for a motivated individual with strong technical and problem-solving skills.,63671,151642,Austin,0
"Data Analysis, Python, NLP, SQL, Machine Learning, Deep Learning",3,High School,Data Scientist,"AWS Certified, DataCamp DS",115976,New York,ML Engineer,"Deep Learning, SQL, Kubernetes",1,Looking for a motivated individual with strong technical and problem-solving skills.,96027,100595,Remote,0
"SQL, Machine Learning, NLP, Data Analysis, React",0,High School,Backend Engineer,"AWS Certified, Google ML Certificate",113048,Remote,AI Researcher,"Machine Learning, SQL, Pandas",9,Looking for a motivated individual with strong technical and problem-solving skills.,95075,133132,Remote,0
"Java, Pandas, React, Data Analysis, Node.js, AWS",5,Master's,"AI Researcher, ML Engineer",Google ML Certificate,133230,Remote,ML Engineer,"AWS, NLP, Machine Learning, SQL",4,Looking for a motivated individual with strong technical and problem-solving skills.,77157,121155,New York,0
"Kubernetes, TensorFlow, Deep Learning",0,High School,"ML Engineer, Data Scientist","AWS Certified, Coursera NLP",50250,Seattle,Backend Engineer,"Java, Docker, Python",8,Looking for a motivated individual with strong technical and problem-solving skills.,97495,116748,New York,0
"TensorFlow, Java, NLP, React, Pandas",12,Master's,ML Engineer,Coursera NLP,120951,New York,Backend Engineer,"React, Pandas, TensorFlow",9,Looking for a motivated individual with strong technical and problem-solving skills.,80742,139877,Seattle,0
"AWS, Machine Learning, Node.js, Pandas",7,Bachelor's,"Software Developer, ML Engineer",Coursera NLP,71795,Austin,Data Scientist,"AWS, TensorFlow, Docker, Pandas",4,Looking for a motivated individual with strong technical and problem-solving skills.,76720,123338,New York,0
"TensorFlow, Pandas, AWS, Deep Learning, Node.js, Machine Learning",1,PhD,"Backend Engineer, Data Scientist","Coursera NLP, DataCamp DS",82157,Austin,Data Scientist,"Java, Python, TensorFlow, Deep Learning",9,Looking for a motivated individual with strong technical and problem-solving skills.,62023,129572,Seattle,0
"Java, Kubernetes, Python",12,Bachelor's,"Backend Engineer, Software Developer","AWS Certified, None",114538,Remote,Software Developer,"Python, TensorFlow, Machine Learning, Kubernetes, Docker",0,Looking for a motivated individual with strong technical and problem-solving skills.,63745,128075,New York,0
"Pandas, Kubernetes, Node.js",5,Master's,ML Engineer,"Google ML Certificate, AWS Certified",133550,Remote,Backend Engineer,"Docker, Deep Learning, Python, Node.js, Machine Learning",1,Looking for a motivated individual with strong technical and problem-solving skills.,70130,111893,Remote,0
"Java, Data Analysis, Node.js",9,High School,"ML Engineer, Backend Engineer",Google ML Certificate,101692,New York,Data Scientist,"NLP, Node.js, SQL, AWS",2,Looking for a motivated individual with strong technical and problem-solving skills.,88678,135334,Remote,0
"Machine Learning, AWS, TensorFlow",10,Bachelor's,"Data Scientist, ML Engineer","Google ML Certificate, AWS Certified",100174,San Francisco,AI Researcher,"Docker, Node.js, Kubernetes, Python, Machine Learning",7,Looking for a motivated individual with strong technical and problem-solving skills.,92756,153599,Remote,0
"Kubernetes, Python, Data Analysis, Docker, React",0,High School,ML Engineer,"AWS Certified, Google ML Certificate",121180,Seattle,ML Engineer,"Data Analysis, Pandas, Docker, NLP",8,Looking for a motivated individual with strong technical and problem-solving skills.,88325,118072,Seattle,0
"Machine Learning, NLP, AWS, Docker",9,Master's,Software Developer,Coursera NLP,141532,Seattle,Software Developer,"Kubernetes, Docker, Node.js",5,Looking for a motivated individual with strong technical and problem-solving skills.,86141,134997,New York,0
"TensorFlow, Node.js, Pandas",3,Bachelor's,Data Scientist,None,55478,San Francisco,ML Engineer,"SQL, React, Machine Learning, TensorFlow, Deep Learning",6,Looking for a motivated individual with strong technical and problem-solving skills.,96528,125781,Remote,0
"SQL, Deep Learning, TensorFlow",12,High School,"AI Researcher, Backend Engineer",DataCamp DS,117534,San Francisco,Data Scientist,"React, Python, AWS, Node.js",8,Looking for a motivated individual with strong technical and problem-solving skills.,62890,121568,San Francisco,0
"Node.js, React, Kubernetes, Pandas",2,High School,ML Engineer,"AWS Certified, DataCamp DS",146358,Remote,ML Engineer,"AWS, React, SQL",7,Looking for a motivated individual with strong technical and problem-solving skills.,78474,121959,Austin,0
"Data Analysis, SQL, Python",10,Master's,"ML Engineer, Data Scientist",Coursera NLP,87366,San Francisco,Backend Engineer,"Machine Learning, SQL, NLP, Docker",5,Looking for a motivated individual with strong technical and problem-solving skills.,60720,144296,San Francisco,0
"SQL, TensorFlow, Python, Kubernetes",1,PhD,"AI Researcher, ML Engineer",AWS Certified,113795,Seattle,Data Scientist,"Java, AWS, Machine Learning, Node.js, Pandas",1,Looking for a motivated individual with strong technical and problem-solving skills.,91631,101938,New York,0
"Pandas, React, Java, SQL, Python, Node.js",9,High School,"ML Engineer, AI Researcher",None,121507,San Francisco,Data Scientist,"Node.js, Machine Learning, Kubernetes",7,Looking for a motivated individual with strong technical and problem-solving skills.,69411,123002,Remote,0
"SQL, Python, Machine Learning, AWS",12,PhD,Software Developer,Coursera NLP,134852,Austin,Software Developer,"React, Deep Learning, AWS, Kubernetes",3,Looking for a motivated individual with strong technical and problem-solving skills.,90526,118891,New York,0
"React, TensorFlow, NLP, Pandas, AWS",1,Master's,"Data Scientist, ML Engineer",AWS Certified,61669,Remote,Data Scientist,"Java, Docker, React, NLP, Deep Learning",10,Looking for a motivated individual with strong technical and problem-solving skills.,65091,134295,Remote,0
"Kubernetes, React, Docker, SQL, TensorFlow, Node.js",3,Bachelor's,"Data Scientist, Backend Engineer","Google ML Certificate, DataCamp DS",80684,Remote,Backend Engineer,"Docker, Java, React, Kubernetes, Python",9,Looking for a motivated individual with strong technical and problem-solving skills.,99802,112494,Remote,0
"Deep Learning, Java, React, Machine Learning, AWS, TensorFlow",10,Bachelor's,"Data Scientist, AI Researcher","None, AWS Certified",115571,Seattle,Backend Engineer,"Kubernetes, Deep Learning, AWS, Data Analysis",4,Looking for a motivated individual with strong technical and problem-solving skills.,61054,117886,Remote,1
"SQL, Deep Learning, Node.js",0,Bachelor's,ML Engineer,"Coursera NLP, DataCamp DS",134372,New York,Data Scientist,"Data Analysis, Python, TensorFlow, Pandas, AWS",7,Looking for a motivated individual with strong technical and problem-solving skills.,79067,125776,Austin,0
"NLP, Pandas, Docker, AWS",0,Bachelor's,"Data Scientist, ML Engineer",Google ML Certificate,59113,Austin,AI Researcher,"Data Analysis, NLP, Machine Learning, Python",1,Looking for a motivated individual with strong technical and problem-solving skills.,60822,110681,Seattle,0
"Node.js, TensorFlow, Data Analysis, NLP, React",2,Bachelor's,Backend Engineer,Google ML Certificate,63750,San Francisco,Software Developer,"NLP, Java, Pandas, React, Docker",6,Looking for a motivated individual with strong technical and problem-solving skills.,69833,126834,San Francisco,0
"Data Analysis, Kubernetes, Pandas, TensorFlow",11,PhD,Data Scientist,"AWS Certified, Coursera NLP",139492,San Francisco,AI Researcher,"AWS, Node.js, Python, TensorFlow",8,Looking for a motivated individual with strong technical and problem-solving skills.,91872,112174,Austin,0
"Java, AWS, Node.js, TensorFlow, React",6,High School,"ML Engineer, Data Scientist",Google ML Certificate,100285,San Francisco,Data Scientist,"Pandas, React, Deep Learning",0,Looking for a motivated individual with strong technical and problem-solving skills.,72039,128779,New York,0
"Kubernetes, SQL, Machine Learning",2,Master's,ML Engineer,"Coursera NLP, Google ML Certificate",68066,Austin,ML Engineer,"React, SQL, TensorFlow",10,Looking for a motivated individual with strong technical and problem-solving skills.,65539,123163,Seattle,0
"TensorFlow, Machine Learning, Java",12,PhD,ML Engineer,Coursera NLP,60910,Remote,Software Developer,"SQL, React, Machine Learning",7,Looking for a motivated individual with strong technical and problem-solving skills.,60368,128578,New York,0
"Data Analysis, Machine Learning, Deep Learning, Docker",3,PhD,"ML Engineer, Software Developer","Coursera NLP, AWS Certified",78713,Remote,AI Researcher,"Docker, Kubernetes, AWS, SQL",4,Looking for a motivated individual with strong technical and problem-solving skills.,81695,156953,Remote,0
"AWS, NLP, SQL",11,Bachelor's,AI Researcher,"Coursera NLP, AWS Certified",97468,Austin,AI Researcher,"Data Analysis, AWS, Node.js, Kubernetes",5,Looking for a motivated individual with strong technical and problem-solving skills.,65565,158673,Austin,0
"Pandas, AWS, Docker, React, NLP",6,Bachelor's,"ML Engineer, AI Researcher",None,127384,Austin,Data Scientist,"SQL, Machine Learning, Deep Learning, TensorFlow, AWS",9,Looking for a motivated individual with strong technical and problem-solving skills.,69875,158624,New York,0
